,sale_day,customer_score,losses_day,Organization,Responsibility,Conduct,Resource_management,Conflict_management,Contribution,Outcome
584,3499,1,-42,1,1,0,0,1,0,0
585,2996,5,-30,0,1,0,1,0,1,0
586,1140,5,-2,1,0,0,0,0,1,1
587,1996,3,-82,1,1,1,1,1,0,1
588,1031,4,-52,0,0,0,1,1,0,1
589,3592,2,-61,1,1,0,1,1,1,0
590,1556,3,-4,0,1,0,0,1,0,1
591,4317,2,-44,1,1,1,1,1,1,0
592,4464,5,-50,0,1,1,1,0,0,0
593,1148,2,-88,0,1,1,1,0,1,1
594,4419,0,0,1,0,0,1,1,0,0
595,2415,5,-65,0,0,1,0,1,0,0
596,806,2,-70,1,0,0,1,0,0,1
597,4139,5,-89,0,0,1,1,1,1,0
598,3832,1,-23,1,1,1,0,1,1,0
599,3220,1,-86,0,0,1,1,0,0,0
600,4917,3,-27,0,1,1,1,0,0,0
601,3476,1,-87,0,1,0,1,1,1,0
602,3553,2,-40,0,1,0,0,1,1,0
603,4839,1,-36,1,0,1,1,0,0,0
604,4601,0,-22,0,0,0,0,0,1,0
605,1828,0,-36,1,1,1,1,1,0,1
606,2564,2,-57,1,0,1,1,0,0,0
607,2544,3,-56,0,0,0,1,1,0,0
608,3891,1,-54,0,0,0,1,0,1,0
609,4362,0,-16,1,0,1,1,0,0,0
610,3695,1,-94,0,0,1,1,1,1,0
611,2576,1,-15,0,1,1,0,1,0,0
612,4800,1,-8,0,1,1,0,1,0,0
613,4197,4,-51,0,0,0,1,1,0,0
614,3863,1,-9,1,0,0,1,0,1,0
615,1351,5,-76,0,0,0,0,0,0,1
616,3814,4,-13,1,0,0,0,1,0,0
617,1512,5,-96,1,0,1,0,0,1,1
618,3289,1,-56,1,1,1,1,1,0,0
619,1242,3,-21,1,0,0,1,1,0,1
620,554,0,-4,0,1,0,0,0,1,1
621,3241,0,-81,1,1,0,0,1,1,0
622,592,5,-70,0,1,0,1,0,1,1
623,3665,1,-7,0,1,0,0,1,0,0
624,2586,4,-48,0,1,0,1,0,0,0
625,1647,1,-12,1,1,1,1,0,1,1
626,3303,1,-5,0,1,0,1,1,0,0
627,2010,3,-8,1,0,1,0,1,1,1
628,4979,1,-17,1,0,0,0,1,0,0
629,590,5,-12,0,1,0,0,1,1,1
630,1810,3,-50,0,1,1,1,0,1,1
631,1328,4,-11,1,0,1,1,1,1,1
632,3922,1,-32,1,0,1,0,1,1,0
633,3854,4,-56,1,0,0,1,1,0,0
634,4685,2,-84,0,1,0,1,0,1,0
635,4693,0,-98,1,0,1,0,1,1,0
636,1348,4,-30,0,1,0,1,0,1,1
637,4277,0,-74,0,1,1,0,1,1,0
638,2678,0,-4,0,0,1,1,0,0,0
639,1755,1,-71,1,0,0,1,0,1,1
640,1033,0,-16,1,0,0,1,0,0,1
641,98,5,-74,1,0,0,0,0,0,1
642,2890,4,-88,1,1,0,0,1,0,0
643,4109,5,-26,0,1,1,0,0,1,0
644,4986,3,-87,0,0,1,1,1,0,0
645,4759,3,-74,1,0,0,0,0,0,0
646,2894,0,-64,1,1,1,1,0,0,0
647,4463,3,-60,0,0,0,0,1,1,0
648,1102,0,-50,1,1,1,0,0,1,1
649,1926,5,-30,1,0,0,0,0,0,1
650,1410,5,-100,0,1,1,1,1,0,1
651,2692,4,-83,0,1,1,1,1,1,0
652,1418,1,-39,0,1,1,0,1,1,1
653,2155,1,-89,0,1,1,0,1,1,0
654,2382,5,-18,0,1,1,0,0,1,0
655,1008,0,-81,1,1,0,1,1,1,1
656,4523,4,-22,0,0,0,0,1,0,0
657,4371,0,-92,0,1,0,0,1,0,0
658,901,5,-64,0,0,0,1,0,0,1
659,1165,0,-20,0,0,1,1,1,1,1
660,2026,0,-47,0,0,1,1,0,0,1
661,3598,1,-25,1,1,1,1,1,1,0
662,3032,1,-81,0,0,0,0,1,1,0
663,272,4,-26,1,1,0,1,0,1,1
664,2964,3,-4,1,1,0,1,0,0,0
665,4446,3,-80,1,0,1,0,0,0,0
666,3582,0,-4,1,0,1,1,1,1,0
667,4346,4,-58,1,1,1,0,1,0,0
668,684,3,-82,0,0,1,0,1,0,1
669,3572,4,-60,1,0,0,0,1,1,0
670,2171,3,-91,0,0,0,1,1,1,0
671,1565,5,-85,1,1,1,0,0,0,1
672,3072,0,-68,1,0,1,0,0,0,0
673,1941,1,-96,0,0,0,0,1,0,1
674,1410,3,-28,0,1,1,0,0,1,1
675,4737,1,-35,0,1,1,1,1,1,0
676,1008,2,-91,0,0,0,0,1,1,1
677,3557,2,-54,0,0,1,0,0,0,0
678,3390,3,-37,1,0,1,1,0,1,0
679,623,0,-23,0,1,1,0,0,1,1
680,3444,2,-77,1,0,1,0,0,1,0
681,2548,2,-28,1,0,0,0,0,1,0
682,3935,3,-98,1,1,0,1,0,0,0
683,2293,0,-29,0,1,1,0,1,0,0
684,1953,2,-65,1,0,0,0,1,1,1
685,303,0,-96,0,1,0,0,0,1,1
686,3391,5,-92,1,0,1,0,0,0,0
687,1277,2,-15,0,0,0,0,0,0,1
688,595,3,-84,0,0,0,1,0,0,1
689,330,1,-100,0,0,1,1,1,1,1
690,576,0,-88,1,0,0,1,1,1,1
691,3323,5,-49,1,1,1,1,0,0,0
692,320,4,-89,1,1,0,0,0,0,1
693,2245,1,-49,0,0,0,1,0,1,0
694,387,1,-9,1,1,0,1,1,1,1
695,1973,4,-2,0,0,1,1,0,1,1
696,2762,0,-34,0,0,0,0,0,0,0
697,985,2,-45,0,0,0,0,0,0,1
698,540,3,-15,1,1,0,1,1,1,1
699,337,4,-17,1,1,1,1,0,0,1
700,2988,0,-71,0,0,1,1,1,1,0
701,1557,3,-71,1,1,0,0,0,0,1
702,3750,2,-21,0,1,0,0,0,0,0
703,156,4,-23,0,1,1,1,0,1,1
704,1286,1,-15,0,1,0,0,1,1,1
705,1376,4,-90,1,1,0,0,1,1,1
706,1424,2,-100,0,0,0,1,0,0,1
707,1514,5,-81,1,0,1,1,0,0,1
708,554,4,-17,0,1,0,1,1,1,1
709,3799,3,-28,0,0,0,0,0,1,0
710,1712,4,-60,1,1,1,0,1,1,1
711,4475,4,-79,0,0,0,1,1,1,0
712,168,5,-39,0,0,0,1,0,0,1
713,1859,4,-63,1,0,0,1,1,1,1
714,2989,4,-31,1,0,1,1,0,1,0
715,1314,3,-23,1,1,1,0,1,0,1
716,4427,4,-28,1,0,0,0,0,1,0
717,766,1,-22,0,1,1,1,0,1,1
718,103,1,-26,0,1,1,1,1,0,1
719,4082,3,-7,0,1,1,1,1,0,0
720,3307,4,-99,0,1,0,1,1,1,0
721,2023,1,-57,1,1,1,0,1,1,1
722,3632,1,-69,1,1,0,0,0,0,0
723,3224,5,-53,0,1,1,0,1,1,0
724,2276,0,-73,1,0,0,0,0,0,0
725,1441,0,-36,1,1,1,1,1,1,1
726,216,3,-56,0,0,1,1,1,0,1
727,1270,1,-40,0,0,1,0,0,1,1
728,4240,2,-71,0,1,1,1,1,1,0
729,4201,1,-56,1,0,0,1,0,0,0
730,2405,0,-68,1,1,1,0,1,0,0
731,3692,1,-8,0,0,0,1,0,1,0
732,1809,3,-54,0,0,0,0,0,0,1
733,3219,5,-88,0,1,0,0,0,1,0
734,1381,1,0,0,1,1,1,0,1,1
735,2442,0,-67,1,0,1,1,1,0,0
736,2968,4,-52,1,1,0,1,0,1,0
737,2750,3,-78,1,0,1,0,0,1,0
738,1504,3,-66,1,1,0,1,0,0,1
739,1916,1,-35,0,1,1,1,1,1,1
740,3744,2,-15,0,0,1,0,0,1,0
741,385,2,-5,0,1,1,1,1,1,1
742,3743,3,-77,1,0,1,1,1,1,0
743,1052,3,-66,1,0,0,0,1,1,1
744,4659,1,-63,0,1,1,0,0,0,0
745,3781,0,-38,1,0,0,1,0,1,0
746,272,3,-34,0,0,0,1,1,1,1
747,1853,1,-98,1,0,1,0,0,1,1
748,1944,3,-28,1,0,1,0,1,0,1
749,3929,0,-65,0,1,0,0,0,0,0
750,1968,5,-19,0,0,0,0,1,0,1
751,2481,0,-72,0,0,0,1,1,0,0
752,3295,0,-6,0,1,0,0,1,0,0
753,39,2,-40,0,1,1,0,0,1,1
754,253,4,-14,0,1,1,1,1,1,1
755,286,1,-61,1,0,0,0,0,1,1
756,591,3,-53,0,0,0,0,1,1,1
757,4168,1,-4,0,1,0,1,0,0,0
758,3221,5,-42,0,1,1,1,1,0,0
759,4027,0,-3,0,1,0,1,0,1,0
760,2453,1,-93,1,1,0,1,1,1,0
761,4589,3,-7,0,0,1,1,0,1,0
762,3118,0,-37,0,0,1,1,1,1,0
763,2076,3,-5,1,1,0,1,1,0,1
764,2219,2,-86,1,1,0,0,1,1,0
765,1078,3,-62,1,1,1,0,0,0,1
766,4842,5,-68,0,1,1,1,1,0,0
767,1561,2,-2,1,0,0,1,0,0,1
768,1088,2,-87,0,0,1,1,1,0,1
769,4575,5,-61,1,0,0,1,0,1,0
770,4810,5,-80,0,1,1,0,1,1,0
771,3748,3,-66,1,1,0,1,1,1,0
772,2898,0,-74,0,1,1,0,1,1,0
773,2576,4,-52,0,1,0,0,0,0,0
774,264,3,-26,0,1,0,1,0,1,1
775,4895,1,-92,0,1,1,0,0,1,0
776,1352,3,-11,0,1,0,1,0,0,1
777,4373,2,-43,0,0,0,0,0,1,0
778,4599,4,-78,1,1,1,1,1,0,0
779,485,5,-68,1,0,1,0,0,1,1
780,4826,0,-49,0,0,0,0,1,1,0
781,4173,3,-31,1,0,1,0,0,0,0
782,3193,5,-19,1,1,1,1,0,0,0
783,1460,1,-29,1,0,0,0,0,1,1
784,2412,4,-89,0,1,0,0,0,1,0
785,2482,1,-32,1,0,1,1,1,1,0
786,4931,0,-34,0,0,0,1,0,0,0
787,2699,3,-53,1,0,1,1,0,1,0
788,1412,1,-77,1,1,0,1,1,1,1
789,1440,4,-94,0,0,0,1,1,1,1
790,2628,0,-94,0,0,0,0,1,1,0
791,1022,4,0,1,0,1,1,1,1,1
792,3720,2,-4,0,1,0,0,1,1,0
793,2725,2,-86,1,1,0,0,1,1,0
794,1126,4,-38,1,1,0,0,0,0,1
795,136,4,-9,0,1,0,0,0,0,1
796,2791,5,-60,1,1,0,0,1,1,0
797,1601,2,-53,1,1,0,1,1,0,1
798,4097,1,-26,0,1,0,1,0,1,0
799,870,4,-93,0,1,0,1,0,1,1
800,4925,4,-57,0,0,0,0,0,0,0
801,1200,3,-12,0,1,0,0,0,0,1
802,259,5,-78,1,1,0,0,1,1,1
803,879,5,-50,1,1,1,1,0,0,1
804,2406,2,-53,1,0,0,0,0,0,0
805,936,1,-66,0,1,1,0,1,1,1
806,119,4,-10,0,0,1,1,0,0,1
807,2828,5,-81,1,0,1,0,0,1,0
808,1531,5,-66,0,0,1,1,1,1,1
809,4240,2,0,1,0,0,1,0,1,0
810,3673,2,-95,0,1,0,1,1,1,0
811,1272,1,-89,0,0,0,1,0,1,1
812,1754,5,-84,0,1,0,0,1,1,1
813,4857,1,-56,0,1,0,0,0,1,0
814,1929,1,-74,0,1,0,1,0,1,1
815,2946,3,-77,1,0,0,1,1,0,0
816,243,1,-71,0,1,1,1,0,1,1
817,1456,2,-53,1,0,1,0,1,1,1
818,2529,3,-57,1,1,0,0,1,0,0
819,1203,0,-91,0,0,1,1,0,1,1
820,4117,1,-81,1,1,0,1,0,0,0
821,2575,5,-61,0,0,1,1,1,1,0
822,2837,1,-29,0,0,0,0,0,1,0
823,449,5,-83,1,1,1,1,0,0,1
824,1813,1,-93,0,0,0,1,1,1,1
825,2161,3,-96,1,1,0,1,0,0,0
826,962,5,-74,0,1,1,1,0,1,1
827,4007,2,-21,0,1,1,0,1,1,0
828,3383,3,-58,1,1,1,1,0,0,0
829,4868,0,-93,1,1,0,1,0,0,0
830,1457,1,-73,1,0,1,0,0,1,1
831,2008,0,-95,0,1,1,0,1,1,1
832,4120,5,-4,0,0,1,1,0,0,0
833,341,1,-35,0,1,1,0,1,1,1
834,2166,1,-77,1,1,1,0,0,1,0
835,1083,2,-13,0,0,1,1,1,1,1
836,4428,5,-99,1,1,0,1,1,0,0
837,4776,0,-73,1,1,0,0,0,0,0
838,748,3,-48,0,0,1,1,1,0,1
839,1212,2,-59,0,1,1,0,1,1,1
840,3168,2,-50,0,0,0,1,1,0,0
841,4138,3,-71,0,1,1,0,1,0,0
842,2962,0,-19,0,0,0,0,0,1,0
843,1895,5,-41,0,1,0,1,0,1,1
844,1359,2,-90,0,0,0,1,1,0,1
845,2434,0,-73,0,0,0,1,1,0,0
846,3059,2,-95,0,0,0,0,0,0,0
847,1858,1,-6,1,1,0,0,1,0,1
848,796,0,-3,0,0,1,0,0,1,1
849,200,2,-13,0,0,0,1,1,1,1
850,4428,3,-11,0,0,0,1,0,1,0
851,3119,0,-100,0,0,0,0,0,1,0
852,774,2,-57,1,0,1,0,0,0,1
853,4274,3,-16,0,1,0,0,0,0,0
854,1623,0,-36,1,0,1,0,0,1,1
855,88,0,-11,0,1,0,1,0,0,1
856,4457,1,-77,0,0,0,0,0,0,0
857,1640,0,-26,1,1,1,1,1,0,1
858,3132,3,-37,0,0,0,0,0,1,0
859,4829,5,-99,1,0,1,0,0,0,0
860,2014,2,-76,0,1,0,1,1,0,1
861,4468,1,-47,0,1,0,0,0,1,0
862,3856,4,-19,0,0,1,0,1,1,0
863,41,2,-42,1,1,0,0,0,1,1
864,2573,5,-3,1,1,0,0,1,1,0
865,2470,3,-50,1,1,1,0,0,1,0
866,1430,0,-43,1,1,1,1,0,1,1
867,2175,1,-65,0,0,1,0,1,0,0
868,1911,5,-92,0,0,1,1,1,1,1
869,4448,0,-69,1,1,0,0,1,0,0
870,600,0,-64,0,1,0,1,0,1,1
871,1736,0,-87,0,0,0,0,1,1,1
872,4159,3,-40,1,0,1,1,0,1,0
873,4889,3,-9,0,0,0,1,1,1,0
874,649,5,-43,1,1,0,0,0,0,1
875,2515,1,-99,1,1,0,1,1,1,0
876,4123,4,-100,1,0,1,1,1,0,0
877,3833,2,-24,0,1,0,0,0,0,0
878,1693,1,-33,1,1,1,0,1,0,1
879,2467,5,-74,1,0,0,1,1,1,0
880,1065,3,-17,1,0,0,0,1,1,1
881,2272,1,-9,1,0,1,0,0,1,0
882,3265,3,-66,1,1,0,0,1,1,0
883,1774,1,-69,0,0,1,1,0,1,1
884,1381,2,-36,1,1,1,0,1,0,1
885,2286,5,-53,1,0,1,1,0,1,0
886,4836,2,-68,0,0,1,0,0,1,0
887,934,0,-40,0,0,0,0,0,1,1
888,2546,4,0,0,1,1,0,0,1,0
889,1363,1,-74,0,0,1,0,1,0,1
890,3482,1,-39,0,0,0,0,0,0,0
891,1234,1,-29,0,0,0,1,1,0,1
892,858,0,-55,0,1,0,1,1,1,1
893,3623,5,-17,0,0,1,0,1,1,0
894,2375,5,-28,1,0,0,0,0,0,0
895,2420,1,-58,1,1,0,1,1,1,0
896,2986,4,-31,0,1,0,1,1,0,0
897,1574,2,-13,0,1,1,1,1,1,1
898,2991,4,-42,1,1,0,1,1,1,0
899,2996,1,-67,0,1,0,0,0,1,0
900,529,0,-32,0,0,1,0,1,1,1
901,2379,5,-57,0,0,0,0,1,0,0
902,2967,0,-30,0,0,1,0,0,0,0
903,4156,4,-62,1,0,1,0,0,1,0
904,3431,5,-29,0,1,0,1,0,1,0
905,4808,0,-19,0,1,0,1,1,1,0
906,432,5,-10,1,1,1,0,0,0,1
907,2795,2,-71,0,1,0,1,0,1,0
908,2527,5,-23,0,1,1,1,0,0,0
909,2384,0,-97,1,0,1,0,1,0,0
910,1370,2,-44,1,1,0,0,1,0,1
911,4561,4,-40,0,0,0,1,1,1,0
912,1543,2,-6,0,0,1,0,1,0,1
913,4635,3,-42,0,0,1,1,1,1,0
914,895,0,-63,1,1,0,1,1,0,1
915,2106,2,-45,1,0,0,0,1,1,1
916,4603,1,-66,1,0,1,1,1,0,0
917,3699,4,-1,0,1,1,1,0,1,0
918,1973,1,-45,1,0,0,1,0,1,1
919,3387,1,-49,1,1,1,1,1,1,0
920,4645,4,-99,1,1,0,1,1,0,0
921,1654,5,-94,1,0,0,1,1,0,1
922,3919,5,-22,1,1,0,0,0,1,0
923,2497,2,-46,1,0,1,1,0,0,0
924,2947,3,-94,1,0,0,1,0,1,0
925,4547,4,-70,1,0,0,0,1,1,0
926,292,0,-25,0,1,1,1,0,0,1
927,1128,2,-53,0,1,1,0,1,0,1
928,4229,2,-27,1,0,1,0,1,0,0
929,2332,2,-91,1,0,1,0,1,1,0
930,4028,4,-85,1,0,1,0,0,0,0
931,3104,3,-24,1,1,1,1,0,0,0
932,3769,4,-27,0,1,1,0,0,0,0
933,3777,4,-24,1,0,1,0,1,0,0
934,674,1,-75,1,0,0,1,1,0,1
935,2526,4,-74,1,1,0,1,0,1,0
936,3940,0,-59,0,1,0,1,1,0,0
937,2740,5,-64,1,0,0,1,1,0,0
938,2628,3,-13,0,1,1,1,0,1,0
939,2054,2,-35,1,1,1,0,0,0,1
940,2239,0,-52,0,1,1,0,1,0,0
941,4439,2,-36,0,0,1,1,0,0,0
942,2023,4,-82,0,1,1,1,0,0,1
943,35,3,-40,0,1,0,0,1,0,1
944,1293,3,-39,0,1,1,0,0,0,1
945,2637,1,-30,1,0,1,0,0,1,0
946,3517,1,-11,1,0,1,0,0,1,0
947,1043,2,-53,1,0,0,1,0,0,1
948,371,0,-12,1,0,1,1,0,1,1
949,947,4,-90,1,1,0,0,1,1,1
950,103,2,-89,1,1,0,0,0,1,1
951,2986,4,-59,0,1,0,1,0,1,0
952,1696,0,-65,1,0,0,0,1,0,1
953,4258,0,-91,0,0,1,0,1,0,0
954,4800,5,-96,0,1,0,1,0,0,0
955,3710,4,-61,0,1,0,0,0,1,0
956,3068,1,-90,0,0,1,1,0,1,0
957,2204,3,-6,0,1,0,1,1,0,0
958,3738,3,-97,0,1,0,1,1,0,0
959,4646,1,-16,0,0,0,1,1,1,0
960,4989,0,-91,0,1,0,0,0,0,0
961,33,5,-30,1,0,0,1,0,1,1
962,738,1,-49,0,1,1,1,1,1,1
963,2658,0,-43,0,1,1,1,1,0,0
964,2529,5,-47,0,0,0,1,0,0,0
965,447,0,-32,0,1,1,1,0,0,1
966,142,0,-18,1,1,1,1,1,0,1
967,232,2,-94,1,1,0,0,1,1,1
968,2788,1,-37,0,1,0,0,1,1,0
969,729,2,-91,0,1,0,1,0,0,1
970,2484,0,-36,0,0,0,0,0,1,0
971,1465,3,-49,0,0,1,1,1,0,1
972,212,1,-66,0,0,1,1,1,1,1
973,4010,3,-14,1,1,1,0,0,1,0
974,1359,0,-64,0,0,0,1,1,1,1
975,2311,1,-6,0,1,0,1,1,0,0
976,4223,5,-78,0,0,1,0,1,0,0
977,468,0,-94,0,0,1,1,0,0,1
978,95,1,-26,1,0,1,1,1,0,1
979,1342,2,-52,1,0,0,0,1,1,1
980,3816,5,-58,1,1,0,0,1,0,0
981,3970,3,-21,0,1,1,1,0,0,0
982,3805,2,-48,1,1,1,1,0,1,0
983,2986,3,-24,1,0,0,1,1,0,0
984,2581,4,-3,0,1,1,0,0,1,0
985,352,1,-59,0,0,0,0,1,0,1
986,3985,1,-41,1,1,0,0,1,0,0
987,109,2,-72,0,0,0,0,1,0,1
988,3077,3,-89,0,1,0,0,0,1,0
989,2958,0,-41,1,1,1,1,0,0,0
990,4545,3,-4,0,1,1,0,1,1,0
991,1501,1,-19,0,0,0,1,1,1,1
992,3695,0,-21,0,0,0,0,0,1,0
993,3135,2,-45,1,1,0,1,1,1,0
994,3222,3,-16,0,0,0,0,1,1,0
995,487,4,-84,1,1,0,0,1,1,1
996,480,0,-33,0,0,1,0,0,1,1
997,3934,0,-27,0,0,1,0,1,0,0
998,972,2,-3,1,0,1,1,0,0,1
999,1512,4,-14,1,1,1,1,0,1,1
0,206,1,-10,0,1,0,1,0,0,1
1,445,2,-10,1,0,1,1,1,1,1
2,413,0,-6,1,1,0,1,0,0,1
3,344,4,-6,1,0,0,0,1,1,1
4,179,2,-10,0,1,0,0,1,0,1
5,249,3,-10,1,0,0,0,1,0,1
6,126,5,-5,1,1,0,1,0,0,1
7,45,1,-5,1,0,0,1,1,1,1
8,324,5,-7,1,0,0,0,1,0,1
9,294,1,-4,0,0,0,1,1,1,1
10,269,2,-2,0,0,1,1,0,0,1
11,91,5,-7,1,1,0,0,0,1,1
12,171,3,-4,0,0,0,0,1,1,1
13,376,2,0,1,0,0,0,0,0,1
14,464,0,-3,1,0,1,1,1,1,1
15,161,1,-3,1,0,0,0,0,0,1
16,312,0,-6,0,1,1,1,1,0,1
17,212,2,0,1,1,0,1,1,0,1
18,486,0,-7,0,1,1,1,1,0,1
19,399,0,-3,1,0,0,1,0,1,1
20,155,3,-7,0,1,1,0,0,1,1
21,110,4,-5,1,0,1,1,0,1,1
22,269,4,0,1,1,0,0,0,1,1
23,156,3,-8,0,0,1,1,1,1,1
24,493,2,-5,1,1,0,1,1,0,1
25,233,0,-5,1,0,1,1,1,0,1
26,241,2,-4,0,0,0,1,1,0,1
27,78,1,-7,1,1,0,0,0,1,1
28,148,3,-5,1,1,1,1,0,1,1
29,135,4,-6,1,1,1,1,1,0,1
30,145,0,-6,1,0,0,0,1,1,1
31,67,5,0,0,1,1,1,0,0,1
32,253,4,-2,1,0,1,0,1,0,1
33,453,4,-10,0,0,0,1,1,1,1
34,62,3,0,0,0,0,0,0,0,1
35,439,4,-1,1,0,1,1,1,0,1
36,27,4,-7,1,1,1,1,1,0,1
37,25,1,-6,0,1,1,0,0,0,1
38,24,0,-5,0,0,0,1,1,0,1
39,48,1,-10,0,0,0,1,1,1,1
40,374,0,-2,1,0,1,1,1,1,1
41,46,1,-7,0,1,1,0,1,1,1
42,20,1,-10,0,0,0,0,1,1,1
43,436,0,-2,1,0,0,0,0,1,1
44,438,1,-5,0,1,0,0,0,1,1
45,66,1,0,0,0,1,0,1,0,1
46,93,2,-9,0,0,1,0,1,1,1
47,478,4,-2,0,1,1,1,1,1,1
48,94,4,-6,0,0,0,0,0,1,1
49,216,2,0,0,1,0,0,0,1,1
50,484,1,-7,0,0,0,1,0,1,1
51,472,1,0,1,1,1,0,1,0,1
52,71,2,-10,0,0,0,0,0,0,1
53,117,2,-4,1,0,0,1,0,1,1
54,251,1,-2,1,0,1,0,1,1,1
55,45,4,-9,0,0,1,0,0,1,1
56,317,3,-1,1,0,0,0,0,0,1
57,173,0,-2,1,0,0,1,0,0,1
58,476,2,-4,0,0,0,1,0,1,1
59,161,4,-8,1,0,0,0,0,0,1
60,236,5,-3,0,1,1,1,0,0,1
61,355,3,-4,0,0,0,1,1,1,1
62,187,0,-2,0,1,0,1,1,0,1
63,235,3,-1,1,1,1,1,0,0,1
64,205,3,-8,1,1,0,1,1,0,1
65,204,5,-5,0,1,0,1,0,0,1
66,123,0,-7,1,0,1,0,0,0,1
67,482,1,-4,1,0,1,1,1,1,1
68,163,0,-6,0,0,0,0,1,0,1
69,376,0,-7,1,1,1,0,0,0,1
70,173,5,-9,1,0,0,0,0,0,1
71,407,2,-4,1,1,0,0,0,0,1
72,23,3,0,0,1,1,0,0,0,1
73,245,5,-4,0,1,0,1,0,1,1
74,345,1,-7,1,1,1,1,0,1,1
75,139,2,0,1,1,0,0,0,0,1
76,98,4,-10,1,0,0,0,1,0,1
77,171,0,-9,0,0,0,0,1,0,1
78,40,0,-6,0,0,1,1,0,0,1
79,384,1,-9,0,1,1,0,1,0,1
80,499,3,-6,1,0,1,1,0,0,1
81,492,1,0,1,1,1,1,0,0,1
82,198,1,-10,0,1,0,1,1,1,1
83,151,5,-10,1,1,0,0,0,0,1
84,345,5,-2,0,1,1,0,0,1,1
85,97,3,-7,0,0,0,0,0,0,1
86,50,3,-7,0,0,0,0,0,0,1
87,253,3,-10,0,0,0,1,1,1,1
88,270,5,-7,1,1,0,1,0,0,1
89,432,0,-10,0,0,0,0,0,0,1
90,217,2,-9,1,1,1,1,1,0,1
91,407,4,-6,1,1,0,1,1,0,1
92,483,5,-4,1,1,1,0,1,0,1
93,291,2,-10,0,0,0,1,1,0,1
94,226,4,-10,0,1,0,1,0,1,1
95,199,4,-4,1,1,1,1,1,1,1
96,471,2,-4,0,1,0,1,1,1,1
97,258,3,-8,0,0,0,1,0,1,1
98,488,5,-2,0,1,1,1,1,1,1
99,99,5,-4,1,1,0,1,0,0,1
100,63,0,0,1,0,0,0,1,1,1
101,117,2,-8,1,1,1,1,0,1,1
102,342,1,-4,0,1,0,0,1,1,1
103,5,3,-3,1,1,1,1,0,0,1
104,14,5,-4,0,1,0,1,1,1,1
105,103,5,-6,0,0,1,1,0,1,1
106,356,2,-6,0,0,0,1,1,1,1
107,91,3,-3,1,0,0,0,0,1,1
108,356,5,-5,0,0,1,1,0,0,1
109,414,5,-4,0,0,1,1,1,1,1
110,60,0,-9,0,0,0,0,1,0,1
111,133,4,-3,1,0,0,1,1,0,1
112,58,4,-10,0,1,0,1,1,0,1
113,93,5,-6,0,1,0,1,0,0,1
114,291,2,-1,1,0,0,0,0,0,1
115,280,1,-10,0,1,0,0,1,1,1
116,331,3,-5,0,0,0,1,0,0,1
117,130,0,-2,1,1,0,0,0,0,1
118,145,0,-7,1,0,1,1,0,0,1
119,105,4,-9,0,0,1,0,1,0,1
120,139,0,-5,1,0,1,0,0,1,1
121,407,4,-7,1,1,0,0,1,1,1
122,130,5,-9,0,0,1,1,1,1,1
123,284,0,-3,0,1,0,0,0,0,1
124,364,3,-2,1,0,1,0,0,0,1
125,442,3,-7,0,1,1,0,0,1,1
126,1,4,-9,0,0,0,0,1,1,1
127,458,4,-7,1,1,1,0,1,1,1
128,113,3,-2,0,0,0,0,0,0,1
129,167,2,-7,1,0,0,1,1,1,1
130,369,5,-2,1,1,1,1,1,1,1
131,128,4,-7,0,1,1,1,0,1,1
132,100,5,-8,0,0,1,0,0,0,1
133,395,1,-9,0,1,1,0,0,0,1
134,488,3,0,0,0,1,0,0,0,1
135,188,1,-2,1,1,0,0,1,1,1
136,100,4,-7,1,0,1,0,0,0,1
137,94,5,-6,1,1,1,0,0,0,1
138,35,4,-6,0,1,1,1,1,1,1
139,394,3,-8,1,1,1,0,1,1,1
140,157,1,-3,0,0,0,0,0,1,1
141,252,5,-8,1,1,1,1,1,0,1
142,452,0,-9,0,0,0,1,0,0,1
143,182,0,-9,1,0,0,1,0,1,1
144,379,5,-3,0,0,1,0,1,0,1
145,485,1,-10,0,0,0,0,0,0,1
146,17,3,-2,0,1,1,1,0,0,1
147,113,0,-2,1,0,0,0,1,0,1
148,152,4,-4,1,1,1,1,0,1,1
149,365,3,-1,1,1,1,1,0,0,1
150,136,5,-3,0,0,0,0,0,1,1
151,125,4,-10,1,0,1,1,0,0,1
152,83,0,-2,0,1,1,1,0,0,1
153,363,1,-5,1,0,1,1,0,0,1
154,412,5,-4,0,1,1,1,0,0,1
155,457,4,-4,0,1,1,1,0,1,1
156,266,0,-5,1,1,0,0,0,0,1
157,76,0,-9,1,0,0,0,0,1,1
158,292,4,-4,0,1,1,1,1,1,1
159,357,4,-5,0,0,0,0,0,0,1
160,111,4,-10,0,1,0,0,0,0,1
161,355,3,-8,0,1,0,1,1,0,1
162,493,3,-5,0,1,0,0,1,1,1
163,388,2,-3,1,0,0,0,0,0,1
164,467,2,-7,0,1,1,1,0,1,1
165,101,3,-6,0,1,0,1,1,1,1
166,430,4,-6,1,0,0,0,1,1,1
167,413,0,-9,1,0,1,1,0,1,1
168,187,3,-7,0,1,1,0,1,0,1
169,220,4,-7,1,1,1,1,0,1,1
170,203,4,-6,1,0,1,1,1,0,1
171,54,1,-4,1,1,0,0,1,0,1
172,393,2,-8,0,1,1,1,0,0,1
173,495,0,-4,1,1,1,1,0,0,1
174,352,0,-9,1,1,1,0,1,1,1
175,495,3,-9,0,1,1,1,1,0,1
